,Player,Team,POS,RushingAtt,RushingYds,RushingTD,Receptions,ReceivingYds,ReceivingTD,FL,FPTS,PassingAtt,CMP,PassingYds,PassingTD,INTS
259,0,0,WR,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1,Josh Allen,BUF,QB,116.4,,6.9,0.0,,0.0,3.5,401.4,607.8,390.3,4408.2,34.6,13.9
2,Patrick Mahomes II,KC,QB,66.5,,2.8,0.0,,0.0,2.8,372.8,634.4,418.2,4844.0,35.9,11.6
3,Justin Herbert,LAC,QB,65.1,,3.2,0.0,,0.0,1.4,356.0,625.6,415.5,4684.3,33.9,13.3
4,Lamar Jackson,BAL,QB,158.6,,4.9,0.0,,0.0,3.5,352.5,520.6,336.5,3733.5,24.5,13.2
5,Kyler Murray,ARI,QB,107.3,,5.5,0.0,,0.0,2.3,351.1,571.6,384.7,4263.1,27.3,12.3
6,Jalen Hurts,PHI,QB,144.8,,7.9,0.0,,0.0,2.9,349.6,495.2,307.2,3645.2,24.4,12.8
7,Tom Brady,TB,QB,27.9,,1.7,0.0,,0.0,2.4,337.7,652.7,433.9,4846.1,36.5,11.9
8,Dak Prescott,DAL,QB,55.3,,2.9,0.0,,0.0,4.1,336.8,594.1,400.2,4571.5,33.4,11.7
9,Joe Burrow,CIN,QB,46.5,,2.2,0.0,,0.0,1.8,323.9,571.2,387.2,4581.3,31.3,12.8
10,Matthew Stafford,LAR,QB,33.3,,1.2,0.0,,0.0,2.4,316.0,587.1,392.4,4588.4,33.6,14.1
11,Trey Lance,SF,QB,117.8,,5.0,0.0,,0.0,1.9,315.7,479.9,302.4,3635.7,23.9,13.0
12,Aaron Rodgers,GB,QB,38.7,,1.8,0.0,,0.0,1.6,315.4,556.7,375.4,4267.7,32.6,7.1
13,Russell Wilson,DEN,QB,62.7,,2.1,0.0,,0.0,2.3,306.7,540.4,356.2,4109.7,29.0,9.6
14,Kirk Cousins,MIN,QB,29.2,,1.1,0.0,,0.0,2.9,298.6,574.1,379.2,4348.3,31.2,11.4
15,Derek Carr,LV,QB,38.5,,1.2,0.0,,0.0,3.6,295.5,597.0,399.8,4498.4,28.8,12.7
16,Tua Tagovailoa,MIA,QB,54.3,,2.8,0.0,,0.0,2.4,281.0,568.0,374.9,3992.5,25.5,13.2
17,Ryan Tannehill,TEN,QB,55.0,,3.9,0.0,,0.0,2.6,277.4,516.5,340.6,3754.4,24.2,13.0
18,Trevor Lawrence,JAC,QB,71.0,,2.4,0.0,,0.0,3.0,275.1,585.1,370.1,3939.6,22.5,13.9
19,Justin Fields,CHI,QB,107.3,,3.7,0.0,,0.0,5.0,270.1,505.0,312.0,3468.5,18.6,14.5
20,Daniel Jones,NYG,QB,82.2,,2.7,0.0,,0.0,5.1,266.0,543.4,341.3,3661.6,20.8,12.5
21,Matt Ryan,IND,QB,34.5,,1.4,0.0,,0.0,3.6,261.1,536.5,351.0,3920.1,25.7,11.4
22,Mac Jones,NE,QB,41.8,,0.9,0.0,,0.0,2.8,260.0,543.3,358.7,3954.7,25.1,13.9
23,Jameis Winston,NO,QB,53.8,,1.7,0.0,,0.0,2.8,258.1,487.1,305.4,3507.1,24.6,12.6
24,Carson Wentz,WAS,QB,57.4,,1.8,0.0,,0.0,3.9,253.0,538.0,343.0,3693.0,22.4,11.6
25,Zach Wilson,NYJ,QB,43.5,,2.5,0.0,,0.0,1.8,251.4,547.4,332.6,3611.0,21.6,13.9
26,Jared Goff,DET,QB,31.7,,1.0,0.0,,0.0,3.8,248.0,565.4,371.3,3904.6,24.4,12.5
27,Davis Mills,HOU,QB,34.2,,0.8,0.0,,0.0,1.9,231.7,538.1,351.3,3787.4,20.5,14.1
28,Baker Mayfield,CAR,QB,42.5,,1.4,0.0,,0.0,2.4,225.6,511.1,320.4,3497.6,19.8,13.2
29,Marcus Mariota,ATL,QB,54.6,,2.4,0.0,,0.0,1.2,212.7,420.2,263.8,2900.5,15.7,11.3
30,Mitch Trubisky,PIT,QB,43.4,,1.8,0.0,,0.0,1.3,195.4,436.4,278.1,2773.0,16.5,10.7
31,Deshaun Watson,CLE,QB,41.2,,2.3,0.0,,0.0,1.5,159.7,225.2,150.2,1938.2,13.1,5.5
32,Drew Lock,SEA,QB,30.7,,1.4,0.0,,0.0,1.9,155.3,340.9,211.1,2338.5,13.3,9.5
33,Jacoby Brissett,CLE,QB,25.8,,1.2,0.0,,0.0,2.0,129.1,302.8,189.2,1951.3,11.2,6.9
34,Geno Smith,SEA,QB,15.8,,0.6,0.0,,0.0,1.3,92.5,193.0,122.0,1441.0,8.1,5.7
35,Desmond Ridder,ATL,QB,22.7,,0.8,0.0,,0.0,1.1,81.1,172.0,105.5,1188.8,6.4,4.7
36,Kenny Pickett,PIT,QB,17.7,,0.5,0.0,,0.0,1.2,78.1,183.2,112.4,1227.0,6.9,5.1
37,Sam Darnold,CAR,QB,3.9,,0.4,0.0,,0.0,0.3,36.3,68.4,41.4,546.6,3.1,2.6
38,Andy Dalton,NO,QB,3.9,,0.1,0.0,,0.0,0.2,27.6,57.8,36.4,409.2,2.9,1.7
39,Mason Rudolph,PIT,QB,1.3,,0.0,0.0,,0.0,0.0,20.4,46.3,28.3,322.7,2.0,1.0
40,Tyrod Taylor,NYG,QB,4.7,,0.1,0.0,,0.0,0.3,19.8,42.0,25.5,283.1,1.7,0.9
41,Taysom Hill,NO,QB,21.7,,1.0,0.0,,0.0,0.0,19.8,11.0,7.2,77.8,0.3,0.3
42,Tyler Huntley,BAL,QB,6.4,,0.2,0.0,,0.0,0.2,18.7,31.1,20.3,237.0,1.6,1.3
43,Joe Flacco,NYJ,QB,1.6,,0.0,0.0,,0.0,0.8,16.9,41.6,25.6,290.0,1.8,1.1
44,Jimmy Garoppolo,SF,QB,1.3,,0.0,0.0,,0.0,0.0,16.7,32.3,20.8,271.5,1.6,1.1
45,Teddy Bridgewater,MIA,QB,2.7,,0.1,0.0,,0.0,0.2,15.5,35.7,23.4,241.9,1.4,0.7
46,Trevor Siemian,CHI,QB,2.5,,0.0,0.0,,0.0,0.1,15.4,33.9,20.2,268.2,1.2,1.1
47,Gardner Minshew II,PHI,QB,4.3,,0.1,0.0,,0.0,0.2,14.8,30.0,19.2,207.2,1.4,0.7
48,Jordan Love,GB,QB,2.4,,0.1,0.0,,0.0,0.1,12.5,23.1,13.8,189.0,1.2,0.9
49,Taylor Heinicke,WAS,QB,2.6,,0.0,0.0,,0.0,0.1,12.5,23.9,15.1,173.3,1.3,0.8
50,Cooper Rush,DAL,QB,2.1,,0.1,0.0,,0.0,0.1,11.9,26.5,16.6,187.7,1.1,0.5
51,Colt McCoy,ARI,QB,2.8,,0.0,0.0,,0.0,0.2,11.5,26.6,17.2,186.9,1.0,0.6
52,Matt Corral,CAR,QB,2.0,,0.1,0.0,,0.0,0.1,11.2,27.2,16.6,175.6,1.0,0.5
53,Kyle Allen,HOU,QB,1.6,,0.1,0.0,,0.0,0.8,10.5,27.2,17.2,187.3,1.1,0.7
54,Brian Hoyer,NE,QB,1.6,,0.1,0.0,,0.0,0.1,10.4,21.4,13.4,169.8,1.0,0.8
55,Blaine Gabbert,TB,QB,1.1,,0.1,0.0,,0.0,0.2,10.4,19.2,12.0,160.2,1.0,0.5
56,Josh Johnson,DEN,QB,2.8,,0.1,0.0,,0.0,0.2,10.3,19.4,12.7,141.7,0.9,0.3
57,Malik Willis,TEN,QB,2.0,,0.1,0.0,,0.0,0.1,9.8,22.3,13.8,151.7,0.9,0.9
58,C.J. Beathard,JAC,QB,1.5,,0.0,0.0,,0.0,0.7,9.8,23.6,14.7,162.5,1.1,0.6
59,Kyle Trask,TB,QB,1.0,,0.0,0.0,,0.0,0.0,9.7,22.0,13.0,136.0,1.0,0.0
60,Case Keenum,BUF,QB,1.2,,0.1,0.0,,0.0,0.1,9.7,19.3,12.2,146.6,1.0,0.5
61,Jarrett Stidham,LV,QB,2.1,,0.0,0.0,,0.0,0.1,9.5,20.7,13.6,147.0,0.9,0.7
62,Sean Mannion,MIN,QB,1.6,,0.0,0.0,,0.0,0.2,9.1,19.0,11.3,127.8,1.0,0.4
63,John Wolford,LAR,QB,2.0,,0.0,0.0,,0.0,0.1,9.0,19.2,11.9,134.6,0.8,0.4
64,Tim Boyle,DET,QB,1.4,,0.0,0.0,,0.0,0.1,8.6,21.1,13.0,138.3,0.8,0.6
65,Nick Foles,IND,QB,1.6,,0.0,0.0,,0.0,0.1,8.6,17.1,11.0,120.3,0.9,0.5
66,Brandon Allen,CIN,QB,1.4,,0.0,0.0,,0.0,0.1,8.5,17.4,11.0,137.1,0.7,0.5
67,Brett Rypien,DEN,QB,1.0,,0.0,0.0,,0.0,0.0,8.2,15.3,9.3,107.3,1.0,0.3
68,Sam Howell,WAS,QB,2.0,,0.1,0.0,,0.0,0.1,8.1,16.4,10.0,109.2,0.8,0.5
69,Chase Daniel,LAC,QB,1.5,,0.0,0.0,,0.0,0.2,8.1,18.5,11.4,125.6,0.8,0.4
70,Chad Henne,KC,QB,1.8,,0.0,0.0,,0.0,0.2,7.6,15.9,10.1,112.9,0.9,0.6
71,Nate Sudfeld,SF,QB,1.8,,0.1,0.0,,0.0,0.3,7.4,14.5,9.1,100.1,0.8,0.5
72,Joshua Dobbs,CLE,QB,2.7,,0.0,0.0,,0.0,0.0,6.2,11.6,8.0,66.8,0.6,0.1
73,Nick Mullens,LV,QB,1.0,,0.0,0.0,,0.0,1.0,5.5,16.3,10.5,121.5,0.8,0.5
74,Mike White,NYJ,QB,2.0,,0.0,0.0,,0.0,0.0,4.6,11.0,6.5,73.0,0.5,0.5
75,Kellen Mond,MIN,QB,0.5,,0.0,0.0,,0.0,0.0,4.3,10.0,5.5,53.0,0.5,0.0
76,John Lovett,MIA,QB,0.0,,0.1,0.0,,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
77,Nathan Peterman,CHI,QB,2.0,,0.0,0.0,,0.0,0.0,4.2,7.5,4.0,45.0,0.5,0.5
78,Sam Ehlinger,IND,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Feleipe Franks,ATL,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Logan Woodside,TEN,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Ian Book,NO,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Will Grier,DAL,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Matt Barkley,BUF,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Easton Stick,LAC,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Ryan Griffin,TB,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,David Blough,DET,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Jeff Driskel,HOU,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Jacob Eason,SEA,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Davis Webb,NYG,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Chris Streveler,NYJ,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,PJ Walker,CAR,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0,0,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
93,0,0,QB,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1,Travis Kelce,KC,TE,0.0,,0.0,101.4,1205.2,9.4,0.5,175.6,0.0,0.0,,0.0,0.0
2,Mark Andrews,BAL,TE,0.0,,0.0,96.1,1196.8,9.0,0.5,172.4,0.0,0.0,,0.0,0.0
3,Kyle Pitts,ATL,TE,0.0,,0.0,73.1,997.9,4.7,0.5,126.7,0.0,0.0,,0.0,0.0
4,Darren Waller,LV,TE,0.0,,0.0,77.5,928.8,5.0,0.5,122.2,0.0,0.0,,0.0,0.0
5,George Kittle,SF,TE,0.0,,0.0,72.6,887.5,5.4,0.5,120.3,0.0,0.0,,0.0,0.0
6,Dalton Schultz,DAL,TE,0.0,,0.0,77.5,805.3,6.2,0.4,116.6,0.0,0.0,,0.0,0.0
7,Dallas Goedert,PHI,TE,0.0,,0.0,63.6,795.3,5.0,0.5,108.8,0.0,0.0,,0.0,0.0
8,T.J. Hockenson,DET,TE,0.0,,0.0,67.6,693.5,5.1,0.4,99.3,0.0,0.0,,0.0,0.0
9,Hunter Henry,NE,TE,0.0,,0.0,53.8,618.1,6.0,0.1,97.9,0.0,0.0,,0.0,0.0
10,Dawson Knox,BUF,TE,0.0,,0.0,49.1,593.3,6.1,0.1,96.0,0.0,0.0,,0.0,0.0
11,Zach Ertz,ARI,TE,0.0,,0.0,64.7,662.9,4.8,0.4,94.1,0.0,0.0,,0.0,0.0
12,Mike Gesicki,MIA,TE,0.0,,0.0,61.5,671.2,4.1,0.4,90.6,0.0,0.0,,0.0,0.0
13,Noah Fant,SEA,TE,0.0,,0.0,60.7,653.6,3.8,0.4,87.5,0.0,0.0,,0.0,0.0
14,Tyler Higbee,LAR,TE,0.0,,0.0,59.1,595.4,4.7,0.4,86.7,0.0,0.0,,0.0,0.0
15,Pat Freiermuth,PIT,TE,0.0,,0.0,63.1,583.2,4.8,0.5,86.0,0.0,0.0,,0.0,0.0
16,David Njoku,CLE,TE,0.0,,0.0,52.8,592.3,4.4,0.4,84.8,0.0,0.0,,0.0,0.0
17,Cole Kmet,CHI,TE,0.0,,0.0,60.8,632.8,3.7,0.5,84.8,0.0,0.0,,0.0,0.0
18,Irv Smith Jr.,MIN,TE,0.0,,0.0,50.4,557.0,4.5,0.1,82.5,0.0,0.0,,0.0,0.0
19,Gerald Everett,LAC,TE,0.0,,0.0,55.0,567.0,4.5,0.9,82.3,0.0,0.0,,0.0,0.0
20,Robert Tonyan,GB,TE,0.0,,0.0,45.7,520.6,4.5,0.1,78.9,0.0,0.0,,0.0,0.0
21,Logan Thomas,WAS,TE,0.0,,0.0,48.9,511.1,4.5,0.4,77.3,0.0,0.0,,0.0,0.0
22,Albert Okwuegbunam,DEN,TE,0.0,,0.0,49.1,506.0,4.6,0.8,76.9,0.0,0.0,,0.0,0.0
23,Evan Engram,JAC,TE,0.0,,0.0,52.7,542.0,3.5,0.4,74.6,0.0,0.0,,0.0,0.0
24,Austin Hooper,TEN,TE,0.0,,0.0,50.9,497.4,4.1,0.4,73.2,0.0,0.0,,0.0,0.0
25,Hayden Hurst,CIN,TE,0.0,,0.0,42.0,441.5,4.0,0.5,67.1,0.0,0.0,,0.0,0.0
26,Mo Alie-Cox,IND,TE,0.0,,0.0,34.8,420.8,3.2,0.1,61.2,0.0,0.0,,0.0,0.0
27,Brevin Jordan,HOU,TE,0.0,,0.0,40.9,415.0,2.9,0.1,58.6,0.0,0.0,,0.0,0.0
28,Adam Trautman,NO,TE,0.0,,0.0,36.1,375.2,2.8,0.4,53.8,0.0,0.0,,0.0,0.0
29,Kyle Rudolph,TB,TE,0.0,,0.0,33.9,339.0,3.3,0.1,53.7,0.0,0.0,,0.0,0.0
30,C.J. Uzomah,NYJ,TE,0.0,,0.0,36.9,365.2,2.6,0.0,52.3,0.0,0.0,,0.0,0.0
31,Cameron Brate,TB,TE,0.0,,0.0,34.3,317.4,3.1,0.1,50.2,0.0,0.0,,0.0,0.0
32,Andrew Beck,DEN,TE,0.0,,0.0,27.9,295.3,2.9,0.0,46.6,0.0,0.0,,0.0,0.0
33,Jonnu Smith,NE,TE,0.0,,0.0,29.3,312.8,2.4,0.1,45.3,0.0,0.0,,0.0,0.0
34,Harrison Bryant,CLE,TE,0.0,,0.0,28.6,301.6,2.4,0.4,44.1,0.0,0.0,,0.0,0.0
35,Dan Arnold,JAC,TE,0.0,,0.0,27.9,328.8,1.9,0.5,43.6,0.0,0.0,,0.0,0.0
36,Paul Quessenberry,HOU,TE,0.0,,0.0,37.0,334.0,2.0,1.0,43.4,0.0,0.0,,0.0,0.0
37,Tyler Conklin,NYJ,TE,0.0,,0.0,32.5,313.9,2.0,0.1,43.0,0.0,0.0,,0.0,0.0
38,Foster Moreau,LV,TE,0.0,,0.0,24.4,273.3,2.3,0.0,41.2,0.0,0.0,,0.0,0.0
39,Tommy Tremble,CAR,TE,0.0,,0.0,27.6,281.9,2.2,0.1,41.0,0.0,0.0,,0.0,0.0
40,O.J. Howard,BUF,TE,0.0,,0.0,22.8,258.3,2.0,0.1,37.5,0.0,0.0,,0.0,0.0
41,Geoff Swaim,TEN,TE,0.0,,0.0,26.6,236.8,2.3,0.0,37.5,0.0,0.0,,0.0,0.0
42,Jelani Woods,IND,TE,0.0,,0.0,21.6,229.1,2.0,0.5,34.1,0.0,0.0,,0.0,0.0
43,Donald Parham Jr.,LAC,TE,0.0,,0.0,20.5,214.2,2.1,0.0,34.0,0.0,0.0,,0.0,0.0
44,Daniel Bellinger,NYG,TE,0.0,,0.0,23.6,249.2,1.6,0.2,34.0,0.0,0.0,,0.0,0.0
45,James O'Shaughnessy,CHI,TE,0.0,,0.0,23.2,253.8,1.3,0.0,32.8,0.0,0.0,,0.0,0.0
46,Ricky Seals-Jones,NYG,TE,0.0,,0.0,23.1,223.2,1.7,0.0,32.3,0.0,0.0,,0.0,0.0
47,Taysom Hill,NO,TE,0.0,,0.0,17.3,189.0,2.3,1.0,30.9,0.0,0.0,,0.0,0.0
48,Cade Otton,TB,TE,0.0,,0.0,19.7,206.3,1.7,0.5,30.0,0.0,0.0,,0.0,0.0
49,Trey McBride,ARI,TE,0.0,,0.0,19.9,207.7,1.7,0.5,29.9,0.0,0.0,,0.0,0.0
50,Pharaoh Brown,HOU,TE,0.0,,0.0,24.3,230.6,1.2,0.4,29.7,0.0,0.0,,0.0,0.0
51,Anthony Firkser,ATL,TE,0.0,,0.0,22.3,221.0,1.3,0.4,29.1,0.0,0.0,,0.0,0.0
52,Durham Smythe,MIA,TE,0.0,,0.0,21.9,219.4,1.2,0.0,29.0,0.0,0.0,,0.0,0.0
53,Greg Dulcich,DEN,TE,0.0,,0.0,18.6,201.6,1.5,0.1,28.9,0.0,0.0,,0.0,0.0
54,Josiah Deguara,GB,TE,0.0,,0.0,18.5,195.1,1.5,0.0,28.6,0.0,0.0,,0.0,0.0
55,Kylen Granson,IND,TE,0.0,,0.0,18.4,206.2,1.4,0.1,28.6,0.0,0.0,,0.0,0.0
56,John Bates,WAS,TE,0.0,,0.0,17.6,196.3,1.3,0.1,27.4,0.0,0.0,,0.0,0.0
57,Jordan Akins,NYG,TE,0.0,,0.0,20.3,199.5,1.2,0.4,26.2,0.0,0.0,,0.0,0.0
58,Ian Thomas,CAR,TE,0.0,,0.0,18.6,182.7,1.0,0.1,24.2,0.0,0.0,,0.0,0.0
59,Charlie Kolar,BAL,TE,0.0,,0.0,13.9,160.9,1.3,0.0,24.0,0.0,0.0,,0.0,0.0
60,Marcedes Lewis,GB,TE,0.0,,0.0,16.5,169.2,1.2,0.4,23.5,0.0,0.0,,0.0,0.0
61,Kendall Blanton,LAR,TE,0.0,,0.0,15.3,161.1,1.4,0.5,23.5,0.0,0.0,,0.0,0.0
62,Will Dissly,SEA,TE,0.0,,0.0,17.0,176.6,0.9,0.1,23.1,0.0,0.0,,0.0,0.0
63,Nick Boyle,BAL,TE,0.0,,0.0,15.0,140.9,1.4,0.0,22.4,0.0,0.0,,0.0,0.0
64,Zach Davidson,MIN,TE,0.0,,0.0,14.0,148.0,1.0,0.0,20.8,0.0,0.0,,0.0,0.0
65,Maxx Williams,ARI,TE,0.0,,0.0,14.3,153.7,0.7,0.0,19.7,0.0,0.0,,0.0,0.0
66,Matt Bushman,KC,TE,0.0,,0.0,14.0,136.0,1.0,0.0,19.6,0.0,0.0,,0.0,0.0
67,Ryan Griffin,CHI,TE,0.0,,0.0,13.3,132.2,1.0,0.0,19.5,0.0,0.0,,0.0,0.0
68,Jacob Harris,LAR,TE,0.0,,0.0,12.0,132.0,1.0,0.0,19.2,0.0,0.0,,0.0,0.0
69,Jake Ferguson,DAL,TE,0.0,,0.0,13.1,136.3,0.9,0.0,18.8,0.0,0.0,,0.0,0.0
70,Nick Eubanks,CIN,TE,0.0,,0.0,12.0,125.0,1.0,0.0,18.5,0.0,0.0,,0.0,0.0
71,Alize Mack,GB,TE,0.0,,0.0,12.0,122.0,1.0,0.0,18.2,0.0,0.0,,0.0,0.0
72,Shaun Beyer,MIN,TE,0.0,,0.0,12.0,122.0,1.0,0.0,18.2,0.0,0.0,,0.0,0.0
73,Tyler Kroft,SF,TE,0.0,,0.0,11.6,126.7,0.9,0.0,17.9,0.0,0.0,,0.0,0.0
74,Drew Sample,CIN,TE,0.0,,0.0,11.6,113.2,0.9,0.0,16.6,0.0,0.0,,0.0,0.0
75,Kenny Yeboah,NYJ,TE,0.0,,0.0,10.5,112.2,0.9,0.0,16.6,0.0,0.0,,0.0,0.0
76,Zach Gentry,PIT,TE,0.0,,0.0,12.0,112.2,0.9,0.0,16.4,0.0,0.0,,0.0,0.0
77,Noah Gray,KC,TE,0.0,,0.0,11.1,106.0,1.0,0.0,16.4,0.0,0.0,,0.0,0.0
78,Brock Wright,DET,TE,0.0,,0.0,10.7,102.4,1.0,0.0,16.3,0.0,0.0,,0.0,0.0
79,Connor Heyward,PIT,TE,0.0,,0.0,11.6,116.5,0.7,0.1,15.7,0.0,0.0,,0.0,0.0
80,Blake Bell,KC,TE,0.0,,0.0,9.8,92.4,0.8,0.0,14.2,0.0,0.0,,0.0,0.0
81,Josh Oliver,BAL,TE,0.0,,0.0,9.2,90.5,0.8,0.0,14.0,0.0,0.0,,0.0,0.0
82,Luke Farrell,JAC,TE,0.0,,0.0,9.8,90.5,0.8,0.0,13.7,0.0,0.0,,0.0,0.0
83,Ko Kieft,TB,TE,0.0,,0.0,9.2,91.8,0.7,0.0,13.4,0.0,0.0,,0.0,0.0
84,Nick Vannett,NO,TE,0.0,,0.0,7.8,86.1,0.8,0.0,13.1,0.0,0.0,,0.0,0.0
85,Stephen Anderson,ARI,TE,0.0,,0.0,8.1,84.1,0.7,0.0,12.4,0.0,0.0,,0.0,0.0
86,Jody Fortson,KC,TE,0.0,,0.0,7.0,76.5,0.7,0.0,12.1,0.0,0.0,,0.0,0.0
87,Chris Manhertz,JAC,TE,0.0,,0.0,6.5,69.5,0.9,0.0,12.0,0.0,0.0,,0.0,0.0
88,Jeremy Sprinkle,DAL,TE,0.0,,0.0,8.1,78.9,0.7,0.0,11.9,0.0,0.0,,0.0,0.0
89,Brycen Hopkins,LAR,TE,0.0,,0.0,7.4,79.4,0.7,0.0,11.9,0.0,0.0,,0.0,0.0
90,Ross Dwelley,SF,TE,0.0,,0.0,8.7,79.0,0.7,0.0,11.8,0.0,0.0,,0.0,0.0
91,Adam Shaheen,MIA,TE,0.0,,0.0,8.4,84.7,0.5,0.0,11.7,0.0,0.0,,0.0,0.0
92,Tre' McKitty,LAC,TE,0.0,,0.0,8.4,80.6,0.5,0.0,11.2,0.0,0.0,,0.0,0.0
93,Johnny Mundt,MIN,TE,0.0,,0.0,6.9,70.5,0.7,0.0,11.0,0.0,0.0,,0.0,0.0
94,Richard Rodgers,PHI,TE,0.0,,0.0,7.0,70.9,0.7,0.0,11.0,0.0,0.0,,0.0,0.0
95,Kevin Rader,PIT,TE,0.0,,0.0,8.6,69.3,0.7,0.0,10.9,0.0,0.0,,0.0,0.0
96,Isaiah Likely,BAL,TE,0.0,,0.0,6.8,70.8,0.7,0.0,10.9,0.0,0.0,,0.0,0.0
97,Sean McKeon,DAL,TE,0.0,,0.0,7.1,71.8,0.6,0.1,10.9,0.0,0.0,,0.0,0.0
98,Jesper Horsted,LV,TE,0.0,,0.0,6.9,74.2,0.5,0.0,10.7,0.0,0.0,,0.0,0.0
99,Grant Calcaterra,PHI,TE,0.0,,0.0,6.6,66.6,0.7,0.0,10.6,0.0,0.0,,0.0,0.0
100,Nick Muse,MIN,TE,0.0,,0.0,6.9,70.6,0.6,0.0,10.6,0.0,0.0,,0.0,0.0
101,Tyree Jackson,PHI,TE,0.0,,0.0,6.5,64.8,0.7,0.1,10.3,0.0,0.0,,0.0,0.0
102,Juwan Johnson,NO,TE,0.0,,0.0,4.7,52.5,0.8,0.0,10.3,0.0,0.0,,0.0,0.0
103,James Mitchell,DET,TE,0.0,,0.0,6.9,62.2,0.6,0.0,9.7,0.0,0.0,,0.0,0.0
104,Andrew Ogletree,IND,TE,0.0,,0.0,5.9,60.4,0.6,0.0,9.5,0.0,0.0,,0.0,0.0
105,Devin Asiasi,NE,TE,0.0,,0.0,5.2,64.6,0.5,0.0,9.4,0.0,0.0,,0.0,0.0
106,Cole Turner,WAS,TE,0.0,,0.0,6.1,63.8,0.5,0.0,9.4,0.0,0.0,,0.0,0.0
107,Eric Tomlinson,DEN,TE,0.0,,0.0,5.9,60.0,0.6,0.0,9.3,0.0,0.0,,0.0,0.0
108,John FitzPatrick,ATL,TE,0.0,,0.0,6.4,59.2,0.6,0.0,9.2,0.0,0.0,,0.0,0.0
109,Ben Ellefson,MIN,TE,0.0,,0.0,5.2,54.7,0.6,0.0,9.1,0.0,0.0,,0.0,0.0
110,MyCole Pruitt,ATL,TE,0.0,,0.0,6.3,61.1,0.5,0.0,8.9,0.0,0.0,,0.0,0.0
111,Tommy Hudson,TEN,TE,0.0,,0.0,5.4,53.5,0.5,0.0,8.3,0.0,0.0,,0.0,0.0
112,Chigoziem Okonkwo,TEN,TE,0.0,,0.0,5.3,55.7,0.5,0.0,8.2,0.0,0.0,,0.0,0.0
113,Hunter Long,MIA,TE,0.0,,0.0,5.3,50.0,0.5,0.0,7.7,0.0,0.0,,0.0,0.0
114,Tommy Sweeney,BUF,TE,0.0,,0.0,5.2,48.5,0.5,0.0,7.5,0.0,0.0,,0.0,0.0
115,Colby Parkinson,SEA,TE,0.0,,0.0,5.4,52.4,0.4,0.1,7.5,0.0,0.0,,0.0,0.0
116,Jack Stoll,PHI,TE,0.0,,0.0,5.4,58.6,0.1,0.0,6.5,0.0,0.0,,0.0,0.0
117,Chris Herndon IV,NO,TE,0.0,,0.0,3.6,43.6,0.4,0.0,6.5,0.0,0.0,,0.0,0.0
118,Nick Bowers,LV,TE,0.0,,0.0,4.0,42.1,0.4,0.0,6.3,0.0,0.0,,0.0,0.0
119,Hunter Kampmoyer,LAC,TE,0.0,,0.0,3.8,39.6,0.4,0.0,6.2,0.0,0.0,,0.0,0.0
120,Reggie Gilliam,BUF,TE,0.0,,0.0,4.2,38.7,0.4,0.0,6.2,0.0,0.0,,0.0,0.0
121,Eric Saubert,DEN,TE,0.0,,0.0,4.1,39.2,0.4,0.0,6.0,0.0,0.0,,0.0,0.0
122,Jace Sternberger,PIT,TE,0.0,,0.0,4.2,40.0,0.3,0.0,6.0,0.0,0.0,,0.0,0.0
123,Jared Pinkney,LAR,TE,0.0,,0.0,3.8,39.2,0.3,0.0,5.8,0.0,0.0,,0.0,0.0
124,Teagan Quitoriano,HOU,TE,0.0,,0.0,4.1,42.0,0.3,0.0,5.8,0.0,0.0,,0.0,0.0
125,Jacob Hollister,LV,TE,0.0,,0.0,3.9,35.3,0.3,0.0,5.6,0.0,0.0,,0.0,0.0
